pdbid,ligand_name
1m13,['hyf']
1m15,['adp']
1m1b,['spv']
1m1o,['caa']
1m21,['chy']
1m27,['flc']
1m2g,['apr']
1m2h,['apr']
1m2j,['apr']
1m2k,['apr']
1m2o,['gnp']
1m2p,['hna']
1m2q,['mnx']
1m2r,['mny']
1m2t,['ade']
1m2w,"['mtl', 'nad']"
1m2x,['mco']
1m3z,['aco']
1m40,['cb4']
1m43,['ihn']
1m4a,['mpe']
1m4d,['toy']
1m4i,['kan']
1m4n,['plp']
1m51,['tsx']
1m5b,['bn1']
1m5c,['brh']
1m5d,['brh']
1m5e,['am1']
1m5f,['am1']
1m5w,['dxp']
1m64,"['fad', 'fum']"
1m66,"['bcp', 'plm']"
1m67,['plm']
1m6i,['fad']
1m6w,['12h']
1m6y,['sah']
1m78,"['clz', 'ndp']"
1m79,"['mq1', 'ndp']"
1m7a,"['mqu', 'ndp']"
1m7b,['gtp']
1m7d,"['mag', 'rae']"
1m7h,['adx']
1m7p,['g3h']
1m7q,['dqo']
1m7y,['ppg']
1m7z,['har']
1m83,['atp']
1m8d,['clw']
1m8f,['nad']
1m8g,['nad']
1m8j,['nad']
1m98,"['heq', 'suc']"
1m9h,['nad']
1m9j,['clw']
1m9k,['7ni']
1m9n,"['amz', 'xmp']"
1m9q,['5ni']
1m9t,['ine']
1ma0,['nad']
1ma9,['atp']
1map,['ket']
1maq,['pgu']
1mau,"['atp', 'ltn']"
1max,['zap']
1mb4,['ndp']
1mbb,"['eeb', 'fad']"
1mbq,['ben']
1mbz,"['iot', 'pop']"
1md3,['gsh']
1md4,['gsh']
1mdc,['plm']
1mdo,['pmp']
1mdp,['mal']
1mdq,['mal']
1mdr,['apg']
1mdt,['apu']
1mdu,['atp']
1mdx,['plp']
1me3,['p10']
1me4,['t10']
1me8,['rvp']
1me9,['imp']
1meg,['e64']
1mei,"['moa', 'xmp']"
1men,['gar']
1mep,['btn']
1mer,['dmq']
1mes,['dmp']
1met,['dmp']
1meu,['dmp']
1mew,"['nad', 'xmp']"
1mex,['rac']
1mez,"['2sa', 'gdp']"
1mf0,['amp']
1mfa,['abe']
1mfb,['abe']
1mfd,['abe']
1mfe,['abe']
1mfi,['fhc']
1mfp,"['idn', 'nad']"
1mg0,"['dfb', 'nad']"
1mg1,['mal']
1mgo,"['nad', 'pfb']"
1mgp,['plm']
1mgv,['plp']
1mgy,['ret']
1mh1,['gnp']
1mh5,['hal']
1mi3,['nad']
1mi4,['s3p']
1mj7,['hal']
1mj9,['coa']
1mja,['coa']
1mjb,['aco']
1mjh,['atp']
1mjl,['sam']
1mjt,['nad']
1mk5,['btn']
1mka,['dac']
1mkv,['gel']
1mky,['gdp']
1ml2,['zem']
1ml3,"['cyx', 'nad']"
1ml4,['pal']
1ml6,['gbx']
1mly,"['acz', 'plp']"
1mlz,"['plp', 'tza']"
1mm6,['qus']
1mm7,['qus']
1mma,['adp']
1mmd,['adp']
1mmf,['b12']
1mmg,['ags']
1mmk,['tih']
1mmn,['anp']
1mmw,['vio']
1mn7,['abt']
1mns,['apg']
1mo9,"['fad', 'kpc']"
1mor,['g6p']
1mos,['agp']
1mp0,['nad']
1mp3,['ttp']
1mp4,['upg']
1mp8,['adp']
1mpd,['mal']
1mpl,['re1']
1mpw,['tmh']
1mq4,['adp']
1mq5,['xlc']
1mq6,['xld']
1mqb,['anp']
1mqd,['shi']
1mqg,['iwd']
1mqh,['bwd']
1mqi,['fwd']
1mqj,['hwd']
1mqq,['gcu']
1mr3,['g3d']
1mra,['apg']
1mrh,['fmc']
1mrj,['adn']
1mrq,"['nap', 'str']"
1mrs,['5hu']
1ms0,['dan']
1ms1,['dan']
1ms6,['bln']
1ms7,['shi']
1ms8,['dan']
1msa,['mma']
1msk,['sam']
1mt1,['ag2']
1mt6,['sah']
1mtb,['diq']
1mtc,['gpr']
1mtu,['bx3']
1mu0,['phk']
1muu,"['gdx', 'nad']"
1mv9,['hxa']
1mvc,['bm6']
1mvn,['pco']
1mvs,['dtm']
1mvt,['dtm']
1mw0,['dtt']
1mw1,['suc']
1mw2,['suc']
1mw3,['suc']
1mwe,['sia']
1mwm,['adp']
1mx3,['nad']
1mxd,['acr']
1mxi,['sah']
1mxo,['sm2']
1mxt,['fae']
1mxu,['bwd']
1my2,['amq']
1my3,['bwd']
1my4,['iwd']
1my8,['sm3']
1mze,['tar']
1mzf,['akg']
1mzm,['plm']
1mzn,['bm6']
1mzs,['669']
1mzu,['hc4']
1n06,['adp']
1n07,"['adp', 'fmn']"
1n08,['adp']
1n0s,['flu']
1n0t,['at1']
1n0u,['so1']
1n13,['ag2']
1n1e,['nde']
1n1t,['dan']
1n1v,['dan']
1n1z,"['btb', 'pop']"
1n20,['3ag']
1n22,"['7a8', 'pop']"
1n23,"['2bn', 'pop']"
1n24,['bp2']
1n2e,"['apc', 'paf']"
1n2f,['dtt']
1n2g,['apc']
1n2h,['paj']
1n2i,['paj']
1n2s,['nad']
1n2x,['sam']
1n3i,['dih']
1n3z,"['adn', 'u3p']"
1n43,['btn']
1n49,['rit']
1n4a,['cnc']
1n4h,['rea']
1n4k,['i3p']
1n52,"['gtg', 'pg4']"
1n55,['pga']
1n5d,['ndp']
1n5i,"['flc', 'tmp']"
1n5k,['tmp']
1n5l,"['dpo', 'tmp', 'tyd']"
1n5m,"['gmn', 'p6g']"
1n5r,"['p6g', 'prm']"
1n5s,"['1pg', 'adl']"
1n5t,['oal']
1n5v,['nom']
1n6a,['sam']
1n6b,['dmz']
1n6c,['sam']
1n6h,['gnp']
1n6i,['gdp']
1n6k,['gdp']
1n6l,['gtp']
1n6n,['gnp']
1n6o,['gnp']
1n6p,['gnp']
1n6r,['gnp']
1n6x,['abn']
1n6y,['abn']
1n71,['coa']
1n7g,"['gdr', 'ndp']"
1n7h,"['gdp', 'ndp']"
1n83,['clr']
1n8q,['dhb']
1n8v,['bdd']
1n92,['naj']
1n95,"['fth', 'hfp']"
1n9b,['epe']
1n9l,['fmn']
1n9m,['btn']
1n9n,['fmn']
1na3,['trs']
1naa,"['6fa', 'abl']"
1nah,"['nad', 'udp']"
1nai,"['nad', 'udp']"
1nas,"['ase', 'nap', 'oaa']"
1naw,['hai']
1nb0,['adp']
1nbp,['mhc']
1nc3,['fmc']
1nc9,['imi']
1nce,"['cb3', 'ump']"
1nco,['chr']
1nd0,['dp4']
1nd4,['kan']
1nd6,['1pe']
1ndc,['tyd']
1ndf,['152']
1ndh,['fad']
1ndi,['coa']
1ndj,['btn']
1ndp,['adp']
1nec,['fmn']
1nf0,['13p']
1nf3,['gnp']
1nf5,['pg4']
1nf8,['isc']
1nff,['nad']
1nfq,"['ae2', 'nai']"
1nfr,['nad']
1nft,['nta']
1nfu,['rrp']
1nfw,['rrr']
1nfx,['rdr']
1nfy,['rtr']
1nfz,['eip']
1ng1,['gdp']
1ng4,['fad']
1nga,['adp']
1ngb,['adp']
1ngc,['adp']
1ngd,['adp']
1nge,['atp']
1ngf,['atp']
1ngg,['atp']
1ngh,['atp']
1ngi,['anp']
1ngj,['anp']
1ngp,['npa']
1ngs,"['e4p', 'tpp']"
1ngx,['jef']
1nhb,['pyl']
1nhe,"['pg4', 'udp']"
1nhg,"['nad', 'tcl']"
1nhh,['anp']
1nhi,['anp']
1nhj,['anp']
1nhk,['cmp']
1nhp,['fad']
1nhq,['fad']
1nhr,['fad']
1nhs,['fad']
1nht,"['gdp', 'had', 'pgs']"
1nhw,"['nad', 'tcc']"
1nhx,['ftb']
1nhz,"['486', 'hez']"
1ni4,['tpp']
1nis,['ntc']
1njf,"['adp', 'atg']"
1njj,['orx']
1njs,['keu']
1nkh,"['pg4', 'udp']"
1nl5,['mal']
1nl9,['989']
1nli,['ade']
1nlk,['adp']
1nlv,['atp']
1nm1,['atp']
1nm6,['l86']
1nmd,['atp']
1nme,"['158', '159']"
1nmk,['sfm']
1nmq,['160']
1nms,['161']
1nmu,['mtt']
1nmx,['fdm']
1nmz,['nym']
1nn0,['2dt']
1nn1,['2dt']
1nn3,['2dt']
1nn5,['2dt']
1nnc,['zmr']
1nnk,['ce2']
1nnp,['ce2']
1nnu,"['nad', 'tct']"
1nny,['515']
1no3,['4nc']
1no6,['794']
1no9,['4nd']
1noj,"['ntz', 'plp']"
1nok,"['ntz', 'plp']"
1noo,['cah']
1now,['ifg']
1np0,['ngt']
1np1,['hsm']
1np7,['fad']
1npd,['nad']
1npt,['nad']
1npv,['l27']
1npw,['lgz']
1npx,['fad']
1nq0,['4hy']
1nq2,['4hy']
1nq5,['nad']
1nq7,['arl']
1nqa,"['g3h', 'nad']"
1nqm,['btn']
1nqo,"['g3h', 'nad']"
1nr5,"['crb', 'nad']"
1nr6,['dif']
1nrj,['gtp']
1nrl,['srl']
1nsa,['ben']
1nsd,['dan']
1nsf,['atp']
1nsg,['rad']
1nst,['a3p']
1nt1,['t76']
1nth,['bgx']
1nu3,['vpr']
1nuc,['thp']
1nue,['gdp']
1nup,['nmn']
1nuq,['dnd']
1nus,"['apc', 'nmn']"
1nut,['apc']
1nuu,['nad']
1nuw,['f6p']
1nux,['f6p']
1nuy,['f6p']
1nuz,['f6p']
1nv0,['f6p']
1nv1,['f6p']
1nv2,['f6p']
1nv3,['f6p']
1nv4,['f6p']
1nv5,['f6p']
1nv6,['f6p']
1nv7,['amp']
1nv8,"['meq', 'sam']"
1nv9,['sah']
1nvk,['udp']
1nvr,['stu']
1nvs,['ucm']
1nvu,['gtp']
1nvv,['gnp']
1nw3,['sam']
1nw5,['sam']
1nw6,['sfg']
1nw7,['sah']
1nwg,['bgn']
1nww,['hpn']
1nwz,['hc4']
1nx3,['isa']
1nx8,['n7p']
1nxg,['nad']
1nxj,['tla']
1nxy,['sm2']
1nym,['cxb']
1nyt,['nap']
1nyy,['105']
1nz7,['901']
1nzc,['tdx']
1nzd,['upg']
1nzf,['upg']
1nzy,['bca']
1o03,['g16']
1o08,['g16']
1o0r,['gdu']
1o0s,"['nai', 'ttn']"
1o1r,['grg']
1o1s,['1nh']
1o1t,['2nh']
1o23,"['gud', 'pg4', 'udp']"
1o25,['ump']
1o27,"['bru', 'fad']"
1o28,"['epe', 'pge', 'ufp']"
1o29,"['fad', 'ufp']"
1o2a,['fad']
1o2b,['fad']
1o2d,['nap']
1o2g,['696']
1o2h,['cr3']
1o2i,['655']
1o2j,['656']
1o2k,['656']
1o2l,['762']
1o2m,['762']
1o2n,['762']
1o2o,['950']
1o2p,['972']
1o2q,['991']
1o2r,['cr9']
1o2s,['cr4']
1o2t,['783']
1o2v,['847']
1o2w,['847']
1o2x,['847']
1o2y,['847']
1o2z,['312']
1o30,['693']
1o31,['801']
1o32,['801']
1o33,['801']
1o34,['801']
1o35,['802']
1o36,['607']
1o37,['653']
1o38,['653']
1o39,['780']
1o3a,['780']
1o3b,['780']
1o3c,['780']
1o3d,['780']
1o3e,['696']
1o3f,['696']
1o3g,['696']
1o3h,['907']
1o3i,['907']
1o3j,['334']
1o3k,['334']
1o3l,['678']
1o3m,['785']
1o3n,['785']
1o3o,['785']
1o3y,['gtp']
1o4s,['plp']
1o57,"['1pe', '2pe', 'epe', 'p6g', 'pg4']"
1o5i,['nad']
1o6e,['isp']
1o6k,['anp']
1o6l,['anp']
1o6y,['acp']
1o6z,['nad']
1o75,['pdx']
1o76,['cam']
1o7g,['npy']
1o7n,['ind']
1o7p,['ndh']
1o86,['lpr']
1o8a,['nxa']
1o8b,['abf']
1o8v,['plm']
1o97,['amp']
1o98,['2pg']
1o9b,['nad']
1o9j,['nad']
1o9l,['emt']
1o9u,['adz']
1o9v,['sng']
1oaa,"['nap', 'oaa']"
1oad,"['mqd', 'mrd']"
1oaf,['asc']
1oas,['plp']
1obb,"['mal', 'nad']"
1obc,"['2ad', 'lms', 'nva']"
1obg,['amp']
1obh,"['lms', 'nva']"
1obo,['fmn']
1obv,['fmn']
1oc4,['nad']
1oc7,['sgc']
1ocb,"['gda', 'gtm']"
1ocj,"['ma3', 'sgc']"
1ocm,['pop']
1ocn,['ifm']
1ocq,['ifm']
1od1,['emr']
1odi,['adn']
1odj,['gmp']
1odm,['asv']
1odn,['apv']
1odv,['hc4']
1odw,['hph']
1odx,['hph']
1ody,['lp1']
1oe7,['gsh']
1oe8,['gsh']
1ofh,['adp']
1ofu,['gdp']
1ofv,['fmn']
1ogd,['rip']
1oge,['rp5']
1ogi,['fad']
1ogj,['fad']
1ogv,['u10']
1ogx,['equ']
1ogz,['equ']
1oh2,['suc']
1oh9,"['adp', 'nlg']"
1oha,"['adp', 'nlg']"
1ohb,['adp']
1ohj,"['cop', 'ndp']"
1ohk,"['cop', 'ndp']"
1ohl,['pbg']
1ohr,['1un']
1oi0,['144']
1oiq,['hdu']
1oir,['hdy']
1oit,['hdt']
1oj4,"['anp', 'cdm']"
1oj9,"['1pb', 'fad']"
1ojc,"['fad', 'laz']"
1ojz,['nad']
1oke,['bog']
1okn,['stb']
1oks,['nhe']
1om5,['ine']
1omz,['ud2']
1on6,['ud1']
1onp,['fom']
1onq,['slf']
1onz,['968']
1oo5,['fmn']
1oo6,"['fmn', 'sn2']"
1oon,"['bel', 'fmn']"
1ooq,"['dtc', 'fmn']"
1opj,"['myr', 'sti']"
1opr,['oro']
1oqc,['fad']
1oqm,['ud2']
1oqn,['i3p']
1orr,"['cdp', 'nad']"
1os0,['pph']
1os1,['atp']
1os7,"['akg', 'tau']"
1osf,['kos']
1osh,['fex']
1ot3,['thm']
1oth,['pao']
1otj,['tau']
1ouk,['84']
1ouy,['94']
1ovd,"['fmn', 'oro']"
1ove,['358']
1ow3,['gdp']
1owh,['239']
1ox4,['pop']
1ox5,['1pr']
1ox6,['pop']
1oxm,['tc4']
1oxn,['p33']
1oxo,['ik2']
1oxp,['ik2']
1oxq,['p33']
1oxu,['adp']
1oxv,['anp']
1oya,['fmn']
1oyb,"['fmn', 'hba']"
1oyc,['fmn']
1oyf,['mhn']
1oyj,['gtt']
1oyn,['rol']
1oyq,['t87']
1oz0,['ms1']
1oz1,['fph']
1ozp,['aco']
1ozq,['prf']
1p01,['b2v']
1p03,['b2v']
1p05,['bno']
1p06,['b2f']
1p0b,['pq0']
1p0e,['prf']
1p0f,['nap']
1p0h,['aco']
1p0p,['bch']
1p10,['b2v']
1p12,['pva']
1p1c,['sah']
1p1i,['nad']
1p1j,['nai']
1p1k,['nai']
1p1n,['kai']
1p1o,['qus']
1p1q,['amq']
1p1r,['nmh']
1p1u,['amq']
1p1w,['amq']
1p29,['plp']
1p2a,['5bn']
1p2b,['plp']
1p2d,['plp']
1p2g,['plp']
1p2s,['gnp']
1p2t,['gnp']
1p2u,['gnp']
1p2v,['gnp']
1p31,['epu']
1p39,"['mgt', 'sah']"
1p3d,"['anp', 'uma']"
1p3w,['plp']
1p42,['myr']
1p4m,"['adp', 'fmn']"
1p52,"['adp', 'dar']"
1p5e,['tbs']
1p5r,['coa']
1p5z,"['adp', 'ar3']"
1p60,"['adp', 'dcz']"
1p61,"['adp', 'dcz']"
1p6c,['dii']
1p6d,['3pc']
1p6e,['pc5']
1p6o,['hpy']
1p77,['atr']
1p8i,['ret']
1p8r,['s2c']
1p9l,"['nad', 'pdc']"
1pax,['dhq']
1pb8,['dsn']
1pb9,['4ax']
1pbb,"['dob', 'fad']"
1pbe,"['fad', 'phb']"
1pbq,['dk1']
1pbt,['trs']
1pd2,['gtt']
1pda,['dpm']
1pdh,"['fas', 'phb']"
1pfk,"['adp', 'fbp']"
1pg3,['prx']
1pg4,['prx']
1pgn,"['nbp', 'pop']"
1pgo,['ndp']
1pgt,"['epe', 'gtx']"
1ph0,['418']
1phb,['pfz']
1phe,['pim']
1phf,['pim']
1phg,['myt']
1phh,"['dhb', 'fad']"
1phk,['atp']
1phn,['cyc']
1php,['adp']
1pig,['hmc']
1pip,['nit']
1pjk,['anp']
1pkd,['ucn']
1pme,['sb2']
1pmq,"['880', 'anp']"
1pmv,['537']
1pnl,['pac']
1pnm,['pms']
1pob,['gel']
1poe,['gel']
1pot,['spd']
1pow,"['fad', 'tpp']"
1pox,"['fad', 'tpp']"
1poy,['spd']
1ppa,['anl']
1ppc,['aph']
1ppg,['vaf']
1pph,['apm']
1ppl,"['oph', 'ple']"
1ppm,"['oph', 'ple']"
1ppp,['e6c']
1ppr,['pid']
1pq6,['965']
1pq9,"['44b', 'bns']"
1prc,"['lda', 'mq7', 'ns1', 'uq1']"
1pro,['a88']
1ps9,"['fad', 'fmn', 'mde', 'nap']"
1pt5,['aco']
1pt8,['aco']
1pu9,['coa']
1pv8,['pb1']
1pvc,['sph']
1pvd,['tpp']
1pvn,['mzp']
1px6,['gsh']
1pxa,"['fad', 'phb']"
1pxb,"['fad', 'phb']"
1pxc,"['fad', 'phb']"
1pxg,['prf']
1pyd,['tdp']
1pyn,['941']
1pz4,['plm']
1pzy,['udp']
1q0c,['dhy']
1q0n,"['apc', 'ph2']"
1q0s,['sah']
1q21,['gdp']
1q3e,['pcg']
1q43,['cmp']
1q4s,['phb']
1q54,['bhi']
1q5h,['dud']
1q5o,['cmp']
1q6n,['p90']
1q6p,['213']
1q6s,['214']
1q6t,['600']
1q6y,['coa']
1q72,['coc']
1q97,"['adn', 'atp']"
1q99,['anp']
1q9m,['rol']
1qa0,['270']
1qa7,['nfa']
1qan,['sah']
1qb1,['974']
1qb8,['amp']
1qbg,['fad']
1qbq,['hfp']
1qbs,['dmp']
1qbt,['146']
1qbu,['846']
1qbv,['ppx']
1qcj,['apt']
1qco,"['aae', 'fum']"
1qcp,['rwj']
1qd1,['fon']
1qd6,['hds']
1qdq,['74']
1qdr,['bcn']
1qds,['dka']
1qf0,['ti2']
1qf1,['ti1']
1qf2,['ti3']
1qf4,"['gdp', 'rpd']"
1qf5,"['gdp', 'rpl']"
1qf9,"['adp', 'c5p']"
1qfe,['dhs']
1qfl,['coa']
1qfm,['sgl']
1qfs,['zpr']
1qft,['hsm']
1qfv,['hsm']
1qfy,"['fad', 'nap']"
1qfz,"['fad', 'ndp']"
1qg0,['fad']
1qg2,['gdp']
1qg4,['gdp']
1qg6,"['nad', 'tcl']"
1qga,"['fad', 'nap']"
1qgd,['tpp']
1qgf,['tpx']
1qgq,['udp']
1qgs,['udp']
1qgu,['hca']
1qgz,['fad']
1qh0,['fad']
1qh1,['hca']
1qh5,['gtt']
1qh6,['fxp']
1qh8,['hca']
1qha,"['anp', 'g6p']"
1qhf,['3pg']
1qhh,['atp']
1qhi,['bpg']
1qhj,['ret']
1qho,['abd']
1qhp,['mal']
1qhr,['157']
1qhx,['atp']
1qi3,['mtt']
1qi4,['mtt']
1qi5,['mtt']
1qin,['gip']
1qiq,['acc']
1qir,"['mae', 'plp']"
1qis,"['mae', 'plp']"
1qit,"['mae', 'plp']"
1qiw,['dpd']
1qj1,['166']
1qj5,['plp']
1qj6,['167']
1qj7,['gr1']
1qjd,"['fad', 'teo']"
1qjf,['acs']
1qjg,['equ']
1qji,['pkf']
1qjw,['sgc']
1qk0,['iob']
1qk2,['sgc']
1qk3,['5gp']
1qk4,['imp']
1qk5,"['pop', 'xmp']"
1qkj,['udp']
1qkm,['gen']
1qkn,['ral']
1qko,['ret']
1qkp,['ret']
1qkt,['est']
1ql6,['atp']
1qlh,['nad']
1qll,['tda']
1qlt,['fad']
1qlu,"['eug', 'fad']"
1qm5,"['plp', 'sgc']"
1qm8,['ret']
1qmh,['dto']
1qmq,"['drb', 'lrb']"
1qmz,['atp']
1qnf,"['fad', 'hdf']"
1qo8,['fad']
1qop,"['ipl', 'plp']"
1qoq,"['igp', 'plp']"
1qor,['nap']
1qov,"['cdl', 'spn', 'u10']"
1qpb,['tpp']
1qpd,['stu']
1qpg,"['3pg', 'map']"
1qpj,['stu']
1qpk,['mtt']
1qpq,['ntm']
1qpr,"['pht', 'ppc']"
1qqm,['adp']
1qqn,['adp']
1qqo,['adp']
1qqs,['non']
1qr2,['fad']
1qr6,['nad']
1qra,['gtp']
1qrr,"['nad', 'upg']"
1qsm,['aco']
1qsn,['coa']
1qsr,['aco']
1qst,['epe']
1qti,['gnt']
1qtn,['dtd']
1que,['fad']
1quf,"['fad', 'nap']"
1qur,['aph']
1qus,['bcn']
1qvj,['rp5']
1qxe,['fux']
1qyg,['bcg']
1qzr,"['anp', 'cdx']"
1ra1,['nap']
1ra2,"['fol', 'nap']"
1ra3,"['mtx', 'nap']"
1ra8,"['atr', 'fol']"
1ra9,['nap']
1raa,['ctp']
1rab,['ctp']
1rac,['ctp']
1rad,['ctp']
1rae,['ctp']
1raf,['ctp']
1rag,['ctp']
1rah,['ctp']
1rai,['ctp']
1rb2,"['fol', 'nap']"
1rb3,['mtx']
1rc4,['ddf']
1rca,['cgp']
1rcf,['fmn']
1red,['c5x']
1ree,['c4x']
1ref,['c3x']
1rf7,['dhf']
1rg7,['mtx']
1rgc,['3gp']
1rh3,"['mtx', 'nap']"
1rhl,['2gp']
1rk2,"['adp', 'rib']"
1rkd,"['adp', 'rib']"
1rks,['rib']
1rls,['3gp']
1rmh,['nit']
1rms,['3gp']
1rnt,['2gp']
1rpf,['c3p']
1rpg,['cpa']
1rpj,['all']
1rrg,['gdp']
1rtf,['ben']
1rth,['u05']
1ruv,['uvc']
1rvd,['dbg']
1rx1,['nap']
1rx2,"['fol', 'nap']"
1rx3,"['mtx', 'nap']"
1rx4,['ddf']
1rx5,['ddf']
1rx6,['ddf']
1rx7,['fol']
1rx9,['nap']
1rxg,['akg']
1ryc,['bzi']
1sbg,['im1']
1scf,['1pe']
1scn,['ape']
1scu,['coa']
1sdk,['tmm']
1set,['ssa']
1sft,['plp']
1sgc,['cst']
1siv,['psi']
1spa,['npl']
1srg,['mhb']
1srh,['mob']
1sri,['dmb']
1srj,['nab']
1stc,['stu']
1sue,['dfp']
1sup,['pms']
1swd,['btn']
1swe,['btn']
1swg,['btn']
1swk,['btn']
1swn,['btn']
1swp,['btn']
1swr,['btn']
1swt,['btn']
1syn,"['f89', 'ump']"
1szj,['nad']
1t27,['pc2']
1tad,['gdp']
1tag,['gdp']
1tar,['plp']
1tbz,['thz']
1tc1,['fmb']
1tc2,"['7hp', 'prp']"
1tcb,['bog']
1tcc,['bog']
1tco,['fk5']
1tcw,['im1']
1tcx,['im1']
1tde,['fad']
1tdr,['mtx']
1tdu,"['cb3', 'dur']"
1tem,['alp']
1the,['sem']
1ti7,['nap']
1tio,['bam']
1tip,['f6p']
1tkb,['n1t']
1tmk,['tmp']
1tmo,['2md']
1tnd,['gsp']
1tnh,['fba']
1tni,['pbn']
1tnj,['pea']
1tnk,['pra']
1tnl,['tpa']
1tom,['min']
1tox,['nad']
1tpb,['pgh']
1tpc,['pgh']
1tpp,['apa']
1tps,['a9a']
1tpu,['pgh']
1tpv,['pgh']
1tpw,['pgh']
1trb,['fad']
1trd,['pgh']
1trg,"['cb3', 'ump']"
1trk,['tpp']
1trm,['ben']
1trn,['isp']
1trp,['2gp']
1trq,['2gp']
1tsd,['ump']
1tsl,['a15']
1tsn,"['c2f', 'ufp']"
1tsx,['ump']
1tsy,['ump']
1tti,['pga']
1ttj,['pgh']
1ttp,['plp']
1ttq,['plp']
1tvu,"['cb3', 'ump']"
1tvv,['cb3']
1tvw,['cb3']
1tx4,['gdp']
1tys,"['dhf', 'tmp']"
1tyu,"['ram', 'tyv']"
1tyw,"['ram', 'tyv']"
1tyx,"['abe', 'ram']"
1uad,['gnp']
1uag,['uma']
1uak,['sam']
1ual,['sah']
1uam,['sah']
1uaq,['duc']
1uay,['adn']
1ub3,['hpd']
1ubs,['plp']
1uby,['dma']
1uc4,['cnc']
1uc5,['cnc']
1uc9,['adp']
1ucc,['u3p']
1ucn,['adp']
1uda,"['nad', 'ufg']"
1udb,"['nad', 'ufg']"
1udc,"['nad', 'ufm']"
1udh,['ura']
1ugx,['mgc']
1uio,['hpr']
1uip,['pur']
1uke,['up5']
1uky,['adp']
1uma,['in2']
1uom,['pti']
1upu,['u5p']
1uvt,['i48']
1v1k,['3fp']
1v39,"['m7g', 'sah']"
1vao,['fad']
1vbt,['nit']
1vdc,['fad']
1vfn,['hpa']
1vfr,['fmn']
1vid,"['dnc', 'sam']"
1vik,['bay']
1vj3,"['ndp', 'tab']"
1vm1,['taz']
1vom,['adp']
1vot,['hup']
1vp3,['sah']
1vp9,['sah']
1vpe,"['3pg', 'anp']"
1vpo,['tes']
1vpt,['sam']
1vru,['aap']
1vza,['ump']
1vzb,['ump']
1vzc,['ufp']
1vzd,"['cb3', 'ufp']"
1vze,['cb3']
1wbl,['amg']
1wht,['bzs']
1wq1,['gdp']
1xan,['fad']
1xel,"['nad', 'upg']"
1xie,['aso']
1xig,['xyl']
1xih,['sor']
1xii,['xul']
1xij,['the']
1xim,['xyl']
1xka,['4pp']
1xkb,['4pp']
1xlf,['gco']
1xli,['glt']
1xlj,['xyl']
1xlm,['xyl']
1xug,['bab']
1xui,['bao']
1xva,['sam']
1xyb,['glo']
1xyc,['3mf']
1xzc,['pmb']
1xzl,['hee']
1xzm,['dpe']
1yaa,"['mae', 'plp']"
1yag,['atp']
1yda,['azm']
1ydb,['azm']
1ydd,['azm']
1yds,['iqs']
1yec,['pnb']
1yee,['pnb']
1yef,['pnc']
1yeg,['bpn']
1yei,['pgg']
1yej,['pnf']
1yek,['npo']
1yet,['gdm']
1ykf,['nap']
1ylv,['shf']
1yoo,"['iva', 'plp']"
1ypn,['dpm']
1yvn,['atp']
1yyy,['3ga']
1z1h,['hbb']
1z1r,['hbh']
1zap,['a70']
1zei,['crs']
1zfj,['imp']
1zin,['ap5']
1zio,['ap5']
1zip,['ap5']
1zpr,"['cb3', 'ump']"
1zsb,['azm']
1zzz,['1pi']
20gs,['cbd']
210l,['hed']
221p,['gnp']
225l,['pxy']
25c8,['gep']
2a3h,['cbi']
2ace,['ach']
2acq,"['g6p', 'nap']"
2acr,['nap']
2acs,['nap']
2acu,['nap']
2adm,['sam']
2ae2,"['nap', 'pto']"
2aid,['thk']
2aky,['ap5']
2amv,['plp']
2ans,['2an']
2arc,['ara']
2atj,['bho']
2ay1,"['ahc', 'plp']"
2ay2,"['cxp', 'plp']"
2ay3,"['mpp', 'plp']"
2ay4,"['plp', 'ppt']"
2ay5,"['iop', 'plp']"
2ay6,"['3ib', 'plp']"
2ay7,"['clt', 'plp']"
2ay8,"['4tb', 'plp']"
2ay9,"['5pv', 'plp']"
2bat,['sia']
2bbq,"['pfg', 'ump']"
2bef,['adp']
2bfv,['stg']
2bgu,['udp']
2bir,['2gp']
2bkj,['fmn']
2bpv,['1in']
2bpy,['3in']
2bpz,['3in']
2btm,['pga']
2bu4,['2gp']
2bup,"['adp', 'atp']"
2bvw,['ctt']
2bza,['abn']
2can,"['can', 'plp']"
2cbs,['r13']
2cd2,"['fol', 'nap']"
2cgr,['gas']
2cha,['tos']
2cmk,['cdp']
2cp4,['cam']
2csn,['cki']
2cst,"['mae', 'plp']"
2cut,['dep']
2cxg,['aci']
2dab,['plp']
2dap,['api']
2dbv,['ndp']
2dhf,['dzf']
2dln,"['adp', 'phy']"
2dor,"['fmn', 'oro']"
2dpg,['nap']
2dpm,['sam']
2drc,['mtx']
2dri,['rip']
2eug,['ura']
2fap,['rad']
2fax,['fmn']
2fcr,['fmn']
2fdx,['fmn']
2fgi,['pd1']
2flv,['fmn']
2fvx,['fmn']
2fx2,['fmn']
2glr,['gtx']
2gpa,['plp']
2gsa,"['plp', 'pmp']"
2gsp,"['3gp', 'sgp']"
2gsq,['gbi']
2gss,['eaa']
2gst,['gps']
2gyi,['hya']
2hdh,['nad']
2hmb,['plm']
2hoh,['2gp']
2izf,['btn']
2izg,['btn']
2izh,['btn']
2izi,['btn']
2izj,['btn']
2izk,['gll']
2izl,['imi']
2kce,"['d16', 'ump']"
2ki5,['ac2']
