pdbid	type	label	p_group_0.3	casf2016
4ezq	kikd	5.200659450546418	1290	general
4ezr	refined	5.200659450546418	1290	refined
4ezt	kikd	5.130768280269024	1290	general
4ezw	kikd	6.0	1290	general
4ezx	refined	5.795880017344075	1290	refined
4ezy	kikd	5.645891560852599	1290	general
4ezz	refined	5.1938200260161125	1290	refined
4f08	np	6.6020599913279625	2618	general
4f09	test	6.7	2618	
4f0c	refined	6.267606240177032	1350	refined
4f14	kikd	4.888401475119606	2672	general
4f1l	refined	5.119186407719209	1116	refined
4f1q	kikd	4.950781977329818	1116	general
4f1s	kikd	8.698970004336019	96	general
4f20	kikd	3.2938798902972963	1835	general
4f2w	test	11.3	1313	
4f39	np	5.703334809738469	1842	refined
4f3c	test	11.82	1313	
4f3i	np	7.442492798094342	2396	general
4f3k	np	10.161150909262744	1313	refined
4f49	ic50	6.086186147616283	585	general
4f4p	ic50	9.221848749616356	2625	general
4f5y	refined	5.431798275933005	1512	refined
4f63	ic50	6.301029995663981	2629	general
4f64	ic50	7.199970640755866	2629	general
4f65	ic50	8.602059991327963	2629	general
4f6s	kikd	5.489454989793388	2519	general
4f6u	refined	6.154901959985743	2519	refined
4f6v	np	5.795880017344075	1511	general
4f6w	refined	7.522878745280337	2519	refined
4f6x	np	5.086186147616283	1511	general
4f70	kikd	5.739928612014925	2519	general
4f7j	kikd	5.235077015350112	2519	general
4f7l	kikd	8.0	2519	general
4f7n	kikd	7.096910013008056	2519	general
4f7v	refined	5.380906669373257	2019	refined
4f8h	ic50	4.236572006437063	970	general
4f8j	kikd	5.0655015487564325	1127	general
4f9g	kikd	5.619788758288394	1512	general
4f9u	refined	6.025028005701931	1041	refined
4f9v	kikd	6.025028005701931	1041	general
4f9w	test	6.94	2515	
4f9y	np	6.735182176990463	2515	refined
4fab	kikd	8.05551732784983	2079	general
4fai	refined	6.99439055463972	1045	refined
4fak	kikd	4.2839966563652006	1724	general
4fbe	kikd	6.99439055463972	1045	general
4fc0	ic50	7.161150909262744	2598	general
4fcb	np	8.537602002101044	645	general
4fcd	np	9.55284196865778	645	general
4fcf	kikd	8.619788758288394	1392	refined
4fci	kikd	1.259637310505756	1447	general
4fck	kikd	1.259637310505756	1447	general
4fcm	kikd	3.939302159646388	2933	general
4fcq	np	6.995678626217357	1197	refined
4fcr	np	9.397940008672036	1197	general
4fe6	np	10.0	2452	general
4fe9	kikd	3.0043209394883776	1011	general
4fea	kikd	6.468521082957745	1780	general
4fem	kikd	4.0606804689217615	1012	general
4feq	ic50	5.958607314841775	2641	general
4fev	refined	5.42021640338319	1805	refined
4few	refined	5.207608310501746	1805	refined
4ff8	ic50	6.3979400086720375	2641	general
4ffs	refined	10.443697499232712	1314	refined
4fgt	kikd	5.406713932979542	1093	general
4fgx	np	7.136677139879544	995	general
4fgy	np	6.301029995663981	1551	general
4fgz	ic50	2.869666231504994	1425	general
4fhh	ic50	7.455931955649724	1560	general
4fhi	ic50	7.0	1560	general
4fht	refined	6.173925197299173	2782	refined
4fi9	kikd	7.341035157335565	3001	general
4fic	ic50	4.698970004336019	2650	general
4fil	kikd	7.468521082957745	1238	general
4fiv	kikd	6.522878745280337	2450	general
4fjz	kikd	6.293282217663242	96	general
4fk6	np	9.69897000433602	2620	refined
4fk7	kikd	5.236572006437063	919	general
4fkk	kikd	9.30102999566398	79	general
4fl1	refined	3.283996656365201	2625	refined
4fl2	refined	3.657577319177794	2624	refined
4fl3	kikd	3.823908740944319	2624	general
4flh	kikd	9.0	96	general
4fli	ic50	5.444905551421681	1537	general
4flj	ic50	5.127843727251707	1537	general
4flk	ic50	5.253365801062421	1537	general
4fll	ic50	5.289036881004725	1537	general
4flp	np	6.721017883134557	2396	refined
4fm7	np	7.244125144327507	995	refined
4fm8	np	5.97469413473523	995	refined
4fmn	kikd	6.096910013008056	1668	general
4fmo	kikd	5.531652669587842	1668	general
4fmq	kikd	5.045757490560675	2517	general
4fmu	kikd	6.443697499232712	1372	general
4fn5	kikd	6.761953896871205	680	general
4fnn	refined	7.565431095965801	2807	refined
4fns	kikd	6.698970004336019	60	general
4fny	ic50	7.795880017344075	2639	general
4fnz	ic50	7.795880017344075	2639	general
4fob	ic50	8.301029995663981	2639	general
4foc	ic50	8.522878745280337	2639	general
4fod	ic50	8.920818753952375	2639	general
4fp1	refined	4.568636235841012	546	refined
4fpf	ic50	4.410050398674292	1584	general
4fpk	ic50	4.241088107602026	1584	general
4fqo	kikd	5.161150909262744	2425	general
4fr3	kikd	7.154901959985743	904	general
4fri	np	5.54515513999149	995	general
4frj	np	6.552841968657781	995	general
4frk	np	8.096910013008056	995	general
4frs	np	8.769551078621726	995	general
4fs3	ic50	7.853871964321762	1771	general
4fs4	np	6.568636235841012	995	refined
4fse	np	7.397940008672037	995	general
4fsl	np	7.698970004336019	995	refined
4ft2	kikd	5.638272163982407	16	general
4fut	kikd	6.508638306165727	348	refined
4fvq	kikd	6.0	2481	general
4fvr	kikd	6.0	2481	general
4fxf	ic50	5.187086643357144	235	general
4fxp	refined	4.094743951251549	1440	refined
4fxq	refined	5.769551078621726	918	refined
4fxy	kikd	7.537602002101044	69	general
4fxz	np	7.025488307262672	535	general
4fyh	kikd	4.853871964321762	2737	general
4fyo	ic50	7.327902142064282	2625	general
4fys	refined	4.823908740944319	79	refined
4fz3	refined	3.734474664780926	974	refined
4fz6	ic50	6.896196279044043	2625	general
4fzg	ic50	7.721246399047171	1546	general
4fzj	np	3.154901959985743	1575	refined
4g0c	np	7.920818753952375	1104	general
4g0k	kikd	5.366531544420414	2852	general
4g0l	kikd	5.187086643357144	2852	general
4g0p	refined	3.0087739243075053	884	refined
4g0y	refined	2.30189945437661	884	refined
4g11	ic50	5.0	96	general
4g16	ic50	6.853871964321762	2464	general
4g17	ic50	7.537602002101044	2464	general
4g19	ic50	3.582528306796707	1359	general
4g1f	ic50	7.769551078621726	223	general
4g2f	ic50	6.795880017344075	2645	general
4g2j	ic50	7.958607314841775	649	general
4g2l	ic50	7.494850021680094	649	general
4g2r	kikd	4.446116973356125	3090	general
4g2w	ic50	8.795880017344075	646	general
4g2y	ic50	6.0	646	general
4g31	ic50	9.397940008672036	2487	general
4g34	ic50	7.931814138253838	2487	general
4g3e	kikd	8.3767507096021	2475	general
4g3f	kikd	8.356547323513812	2475	general
4g3g	kikd	8.431798275933005	2475	general
4g4p	refined	6.886056647693163	1855	refined
4g55	ic50	4.920818753952375	309	general
4g5f	np	3.0457574905606752	1575	refined
4g5y	np	2.769551078621726	1575	general
4g68	kikd	7.920818753952375	2306	general
4g69	kikd	5.978810700930062	2606	general
4g8m	np	7.892790030352131	1842	refined
4g8n	np	7.200659450546418	1843	refined
4g8o	kikd	7.657577319177793	937	general
4g8r	kikd	7.657577319177793	937	general
4g8v	np	5.795880017344075	2008	refined
4g8y	np	4.58838029403677	2008	refined
4g90	np	4.511449283499555	2008	refined
4g93	kikd	3.5228787452803374	983	general
4g95	refined	7.61261017366127	2758	refined
4g9c	ic50	8.638272163982407	2598	general
4ga3	ic50	7.522878745280337	1516	general
4gah	refined	6.096910013008056	3042	refined
4gao	kikd	5.7447274948966935	1607	general
4gb9	ic50	6.267606240177031	96	general
4gbd	refined	11.318758762624412	890	refined
4gby	kikd	3.4559319556497243	529	general
4gbz	kikd	3.113509274827518	529	general
4gcj	np	7.698970004336019	2523	general
4gd6	kikd	7.376750709602099	1392	general
4gdy	ic50	7.075720713938118	134	general
4ge1	refined	6.431798275933005	2784	refined
4ge2	ic50	6.045757490560675	2581	general
4ge4	kikd	8.113509274827518	134	general
4ge5	ic50	6.568636235841012	2581	general
4ge6	kikd	7.468521082957745	2581	general
4ge7	kikd	8.148741651280925	134	general
4ge9	kikd	8.795880017344075	134	general
4gee	kikd	9.0	1679	general
4gfd	kikd	9.481486060122112	1906	general
4gfm	test	7.22	2618	
4gfn	kikd	8.301029995663981	1679	general
4gfo	refined	6.619788758288394	2621	refined
4gg5	ic50	9.031517051446064	2640	general
4gg7	refined	8.200659450546418	2640	refined
4ggl	kikd	9.0	1679	general
4ggz	refined	10.18045606445813	2213	refined
4gh6	ic50	7.67778070526608	649	general
4ghi	refined	7.091514981121351	1508	refined
4ght	ic50	5.777283528852417	2151	general
4gid	test	10.77	995	
4gih	refined	8.318758762624412	2621	refined
4gii	refined	8.744727494896694	2621	refined
4giu	np	5.327902142064282	1144	general
4gj2	refined	8.602059991327963	2621	refined
4gj3	refined	8.853871964321762	2621	refined
4gj6	ic50	5.119186407719209	1006	general
4gj7	ic50	6.769551078621726	1006	general
4gj8	kikd	3.3010299956639813	1006	general
4gj9	kikd	3.3010299956639813	1006	general
4gja	ic50	5.920818753952375	1006	general
4gjb	ic50	4.0	1006	general
4gjc	ic50	7.045757490560675	1006	general
4gjd	ic50	8.522878745280337	1006	general
4gk2	ic50	8.795880017344075	2645	general
4gk3	ic50	7.251811972993799	2645	general
4gk4	ic50	7.853871964321762	2645	general
4gk7	kikd	7.903089986991944	1546	general
4gkc	kikd	6.823908740944319	2127	general
4gkh	refined	4.667561540084394	1805	refined
4gki	refined	4.46344155742847	1805	refined
4gkm	test	5.17	1144	
4glr	kikd	9.455931955649724	2079	general
4glw	kikd	6.096910013008056	1170	general
4glx	kikd	7.795880017344075	1171	general
4gly	np	5.113509274827518	2231	general
4gm3	kikd	9.0	697	general
4gm8	kikd	9.0	697	general
4gmc	np	7.744727494896693	146	general
4gmy	np	7.552841968657781	2618	general
4gne	kikd	2.4685210829577446	2378	general
4gnf	kikd	3.3467874862246565	2378	general
4gng	kikd	3.537602002101044	2378	general
4gny	np	4.221848749616356	2142	refined
4gpk	kikd	7.522878745280337	201	general
4gpl	kikd	5.886056647693163	739	general
4gq4	refined	7.657577319177793	155	refined
4gq6	kikd	7.275724130399211	155	general
4gql	np	9.585026652029182	1754	refined
4gqp	refined	9.602059991327964	2087	refined
4gqq	refined	2.886056647693163	374	refined
4gqr	refined	3.958607314841775	374	refined
4gr0	test	9.55	1754	
4gr3	np	7.809668301829708	1754	refined
4gr8	np	7.832682665251823	1754	refined
4gs6	kikd	7.1487416512809245	2593	general
4gs8	ic50	7.0	63	general
4gs9	kikd	5.657577319177793	1508	general
4gsc	ic50	5.853871964321762	63	general
4gsy	ic50	6.920818753952375	1906	general
4gtm	ic50	8.036212172654444	350	general
4gto	ic50	7.978810700930062	350	general
4gtp	ic50	7.943095148663527	350	general
4gtq	ic50	8.301029995663981	350	general
4gtr	ic50	8.301029995663981	350	general
4gts	ic50	7.892790030352131	351	general
4gtt	ic50	8.221848749616356	351	general
4gtv	ic50	7.42021640338319	351	general
4gu6	refined	7.356547323513812	2633	refined
4gu9	refined	4.366531544420413	2633	refined
4gue	refined	5.236572006437063	2555	refined
4gui	kikd	3.638272163982407	554	general
4guj	kikd	3.0457574905606752	554	general
4gv1	ic50	8.522878745280337	2557	general
4gv8	kikd	6.494850021680094	2432	general
4gvc	kikd	4.714442690992226	2483	general
4gvd	kikd	4.570247719997592	2483	general
4gvm	np	6.107905397309519	2037	general
4gvu	ic50	7.522878745280337	2229	general
4gw1	kikd	6.366531544420413	2079	general
4gw5	kikd	5.455931955649724	2079	general
4gw6	np	6.200659450546418	2037	general
4gw8	np	6.055517327849832	2496	general
4gwi	kikd	3.694648630553376	2863	general
4gwk	kikd	3.3372421683184257	158	general
4gxl	kikd	5.2839966563652006	1917	general
4gxs	np	4.0	1842	general
4gy5	kikd	6.823908740944319	2385	general
4gye	np	6.847711655616944	2452	general
4gz3	ic50	5.7447274948966935	195	general
4gzf	np	8.356547323513812	2452	general
4gzp	refined	7.844663962534938	635	refined
4gzt	refined	7.769551078621726	635	refined
4gzw	refined	4.522878745280337	635	refined
4gzx	refined	3.1904402853647325	635	refined
4h1e	np	8.522878745280337	995	general
4h1j	ic50	5.920818753952375	2634	general
4h1m	ic50	7.107905397309519	2634	general
4h2j	ic50	5.318758762624412	1342	general
4h2m	ic50	5.214670164989233	1342	general
4h2o	ic50	5.522878745280337	1342	general
4h36	ic50	4.272458742971444	2513	general
4h38	ic50	6.036212172654444	1342	general
4h39	ic50	6.6777807052660805	2513	general
4h3a	ic50	6.292429823902063	1342	general
4h3b	ic50	5.170053304058364	2513	general
4h3c	ic50	5.721246399047171	1342	general
4h3f	np	9.0	995	refined
4h3g	np	8.221848749616356	995	refined
4h3i	np	8.522878745280337	995	general
4h3j	np	7.045757490560675	995	refined
4h3q	kikd	5.096910013008056	2517	general
4h42	np	3.4672456210075024	2231	refined
4h4b	kikd	2.6989700043360187	86	general
4h4d	ic50	6.823908740944319	3074	general
4h4e	ic50	6.6777807052660805	3074	general
4h4m	np	8.522878745280337	1936	general
4h58	ic50	6.71669877129645	2598	general
4h5c	ic50	7.552841968657781	1516	general
4h5d	ic50	7.552841968657781	1516	general
4h5e	kikd	6.0655015487564325	1516	general
4h71	ic50	4.44891613481422	449	general
4h75	refined	6.6020599913279625	1376	refined
4h7q	refined	5.055517327849831	751	refined
4h81	refined	5.1249387366083	751	refined
4h85	refined	5.154901959985743	751	refined
4ha5	np	7.236572006437063	995	refined
4hai	ic50	8.102372908709558	1473	general
4hbm	refined	7.920818753952375	2446	refined
4hbn	kikd	6.096910013008056	2169	general
4hbp	ic50	8.42021640338319	397	general
4hbv	np	4.638272163982407	2396	general
4hbw	np	5.318758762624412	2396	general
4hbx	np	5.721246399047171	2396	general
4hby	np	5.356547323513812	2396	general
4hco	ic50	4.324404943613254	449	general
4hct	np	7.136677139879544	2646	general
4hcu	np	8.0	2646	general
4hcv	np	6.3979400086720375	2646	general
4hcz	kikd	4.443697499232712	2469	general
4hdb	np	8.050609993355087	2452	refined
4hdc	ic50	8.920818753952375	1906	general
4hdf	np	8.494850021680094	2452	refined
4hdp	np	7.510041520575165	2452	refined
4he9	np	8.455931955649724	2452	general
4heg	np	8.920818753952375	2452	refined
4hej	ic50	4.619788758288394	1906	general
4heu	np	10.013228265733757	645	general
4hev	kikd	6.337242168318426	431	general
4hf4	np	8.619788758288394	645	refined
4hfp	np	7.376750709602099	2236	refined
4hfz	kikd	5.721246399047171	2446	general
4hg7	ic50	7.045757490560675	2446	general
4hgc	np	10.0	2252	general
4hge	test	7.92	2618	
4hgl	ic50	8.096910013008056	2464	general
4hgs	ic50	8.301029995663981	2464	general
4hgt	ic50	7.397940008672037	2462	general
4hhy	ic50	8.71669877129645	1114	general
4hhz	ic50	7.721246399047171	1114	general
4hiq	kikd	8.207608310501746	2111	general
4his	kikd	8.09151498112135	2111	general
4hj2	refined	2.530177984021837	1357	refined
4hki	np	6.853871964321762	1115	general
4hkk	np	5.537602002101044	1115	general
4hkn	np	5.958607314841775	1115	general
4hkp	ic50	4.548213564475709	1450	general
4hl5	np	6.346787486224656	1115	general
4hla	np	10.795880017344077	2452	refined
4hlc	ic50	6.7594507517174005	1906	general
4hld	ic50	9.30102999566398	1906	general
4hlf	np	6.060480747381382	1115	general
4hlg	np	6.508638306165727	1115	general
4hlh	np	5.958607314841775	1115	general
4hlk	np	5.958607314841775	1115	general
4hlm	np	6.769551078621726	1115	general
4hlw	np	5.376750709602099	1563	general
4hmh	np	6.207608310501746	1115	general
4hmk	np	6.102372908709558	535	general
4hmq	kikd	8.236572006437063	1241	general
4hn2	ic50	6.889410289700751	1056	general
4hnc	kikd	3.1739251972991736	546	general
4hnf	ic50	6.148130399270234	2462	general
4hni	ic50	7.494850021680094	2462	general
4hnn	kikd	5.698970004336019	1637	general
4hnp	ic50	6.783834097714006	1546	general
4hod	np	6.102372908709558	535	general
4hp0	refined	6.119186407719209	1810	refined
4hpi	refined	4.847711655616943	1810	refined
4hpy	kikd	9.920818753952377	2079	general
4hra	kikd	10.096910013008056	353	general
4hrd	ic50	8.823908740944319	1546	general
4hs6	kikd	7.522878745280337	2079	general
4hs8	kikd	7.920818753952375	2079	general
4hso	kikd	4.657577319177793	782	general
4ht0	np	8.0	1104	refined
4ht2	refined	6.537602002101044	1108	refined
4ht6	kikd	6.207608310501746	1730	general
4htp	kikd	5.619788758288394	3005	general
4htx	ic50	8.327902142064282	644	general
4hu1	refined	7.537602002101044	1105	refined
4huo	ic50	4.698970004336019	1280	general
4hup	ic50	4.823908740944319	1280	general
4hv3	ic50	3.939302159646388	1280	general
4hv7	ic50	3.5228787452803374	1280	general
4hva	kikd	5.886056647693163	1779	general
4hvb	kikd	9.954677021213342	96	general
4hvd	ic50	8.853871964321762	2619	general
4hvg	ic50	7.769551078621726	2619	general
4hvh	ic50	7.721246399047171	2619	general
4hvi	ic50	7.161780778092374	2619	general
4hvs	ic50	7.795880017344075	2631	general
4hw2	kikd	7.259637310505756	2323	general
4hw3	refined	6.494850021680094	2323	refined
4hw7	ic50	7.207608310501746	2631	general
4hwb	kikd	9.244125144327509	2802	general
4hwo	refined	8.537602002101044	378	refined
4hwp	refined	7.764471553092451	378	refined
4hwr	kikd	6.739928612014925	378	general
4hws	refined	9.096910013008056	378	refined
4hwt	kikd	4.301029995663981	379	general
4hww	ic50	6.651695136951839	1447	general
4hxj	kikd	4.129011186239425	2660	general
4hxl	np	5.657577319177793	2396	general
4hxm	np	6.102372908709558	2396	general
4hxq	ic50	7.221848749616356	1447	general
4hxr	np	5.3872161432802645	2396	general
4hxs	np	5.3872161432802645	2396	general
4hxw	kikd	8.698970004336019	1679	general
4hxz	kikd	6.045757490560675	1677	general
4hy0	ic50	6.698970004336019	2442	general
4hy1	refined	8.698970004336019	1677	refined
4hy4	ic50	8.568636235841012	2444	general
4hy5	ic50	8.886056647693163	2444	general
4hy9	kikd	7.096910013008056	1290	general
4hyb	kikd	6.455931955649724	1290	general
4hyf	np	7.602059991327962	1115	general
4hyh	np	9.0	2527	general
4hyi	np	8.522878745280337	2527	general
4hym	refined	8.221848749616356	1677	refined
4hys	ic50	7.259637310505756	2513	general
4hyu	ic50	8.207608310501746	2513	general
4hz5	kikd	5.920818753952375	1682	general
4hze	ic50	6.293282217663242	1448	general
4hzm	refined	4.634512015109101	1073	refined
4hzt	np	6.1249387366083	995	general
4hzw	ic50	8.882728704344236	634	general
4hzx	ic50	9.30102999566398	634	general
4hzz	ic50	8.08039897621589	634	general
4i06	ic50	7.173925197299173	1448	general
4i0d	np	6.214670164989233	995	general
4i0f	np	6.346787486224656	995	general
4i0r	ic50	7.853871964321762	2625	general
4i0s	ic50	7.443697499232712	2625	general
4i0t	ic50	7.585026652029182	2625	general
4i0z	np	6.327902142064283	995	general
4i10	np	6.769551078621726	995	general
4i11	np	4.565431095965801	995	general
4i12	np	6.391473966422806	995	general
4i1c	np	8.096910013008056	995	general
4i1r	kikd	4.645891560852599	377	general
4i2w	kikd	3.917933065714887	5	general
4i2z	kikd	4.8696662315049934	5	general
4i31	ic50	9.318758762624412	1989	general
4i32	ic50	7.236572006437063	1989	general
4i33	ic50	8.327902142064282	1989	general
4i3z	np	4.289882634888183	2523	refined
4i47	kikd	6.920818753952375	1282	general
4i4e	ic50	6.301029995663981	2633	general
4i4f	ic50	6.1938200260161125	2633	general
4i54	refined	6.958607314841775	148	refined
4i5c	np	8.823908740944319	2620	refined
4i5h	kikd	8.698970004336019	2517	general
4i5m	ic50	8.05551732784983	2546	general
4i5p	ic50	6.423658649794207	2546	general
4i60	kikd	5.7281583934635005	2202	general
4i6b	ic50	5.931814138253839	2546	general
4i6f	ic50	8.301029995663981	2546	general
4i6h	ic50	8.301029995663981	2546	general
4i6q	ic50	7.522878745280337	2619	general
4i71	refined	7.744727494896693	985	refined
4i72	refined	9.045757490560677	985	refined
4i73	kikd	6.721246399047171	985	general
4i74	refined	6.721246399047171	985	refined
4i7b	ic50	5.698970004336019	716	general
4i7c	ic50	8.221848749616356	716	general
4i7d	ic50	7.0	716	general
4i7f	np	7.0	1936	general
4i7j	refined	3.318758762624413	1606	refined
4i7k	refined	3.0433514207947967	1606	refined
4i7l	refined	3.987162775294828	1606	refined
4i7m	refined	4.142667503568731	1606	refined
4i7p	refined	3.4989407377822483	1606	refined
4i80	kikd	7.623423042943488	155	general
4i8n	np	4.455931955649724	2580	refined
4i8w	np	10.896196279044045	2452	refined
4i8x	refined	2.638272163982407	1331	refined
4i8z	np	11.050609993355089	2452	refined
4i9c	kikd	5.508638306165727	200	general
4i9h	refined	7.167491087293763	1331	refined
4i9i	np	8.096910013008056	1115	general
4i9o	kikd	5.721246399047171	2724	general
4i9r	kikd	6.950781977329818	2125	general
4i9s	kikd	6.790484985457369	2125	general
4i9u	refined	3.863279432843593	1331	refined
4i9z	ic50	7.739928612014925	646	general
4ia0	ic50	7.113509274827518	646	general
4iaw	kikd	9.630784142589857	2146	general
4iax	kikd	9.563837352959244	2146	general
4ib5	kikd	6.252067971963457	2499	general
4ibb	refined	3.5675117442294937	2006	refined
4ibc	refined	2.979224511806442	2006	refined
4ibd	refined	3.668370282370068	2006	refined
4ibe	refined	4.151195298948196	2006	refined
4ibf	refined	4.434152181326482	2006	refined
4ibg	refined	3.96657624451305	2006	refined
4ibi	refined	4.136677139879544	2006	refined
4ibj	refined	4.327902142064282	2006	refined
4ibk	refined	4.297569463554475	2006	refined
4ibm	ic50	5.7447274948966935	2637	general
4idt	ic50	7.0	2475	general
4idv	ic50	7.397940008672037	2475	general
4idz	ic50	4.356547323513812	102	general
4ie0	ic50	5.080921907623926	102	general
4ie2	ic50	5.346787486224656	1448	general
4ie3	ic50	6.008773924307505	1448	general
4ie4	ic50	5.481486060122113	102	general
4ie5	ic50	4.823908740944319	102	general
4ie6	ic50	5.552841968657781	102	general
4ie7	ic50	5.045757490560675	102	general
4ieh	refined	7.853871964321762	2313	refined
4ifh	ic50	5.214670164989233	63	general
4ifi	kikd	5.476253533188435	1231	general
4igk	kikd	4.549750891680639	1231	general
4igq	kikd	4.521433504406157	763	general
4igr	np	7.200659450546418	1843	general
4igt	np	7.892790030352131	1842	refined
4ih3	refined	4.818156412055227	2952	refined
4ih5	test	4.11	146	
4ih6	np	4.7447274948966935	146	refined
4ih7	test	5.24	146	
4iho	kikd	5.096910013008056	2103	general
4ii9	ic50	6.031517051446065	3007	general
4iic	refined	4.853871964321762	116	refined
4iid	refined	5.619788758288394	116	refined
4iie	refined	2.3372421683184257	116	refined
4iif	refined	5.180456064458132	116	refined
4ij1	np	5.3979400086720375	1144	refined
4ijh	kikd	4.327902142064282	1454	refined
4ijl	kikd	3.869666231504994	1454	general
4ijp	ic50	7.795880017344075	2495	general
4ijq	kikd	7.522878745280337	2743	general
4ikn	kikd	4.853871964321762	1443	general
4ikr	ic50	6.229147988357856	1537	general
4iks	ic50	5.140861702705469	1537	general
4ikt	ic50	6.173925197299173	1537	general
4iku	ic50	5.747146969020107	1537	general
4im0	ic50	7.721246399047171	849	general
4imq	kikd	5.823908740944319	1362	general
4imz	kikd	6.920818753952375	1362	general
4in9	refined	4.97061622231479	1762	refined
4inb	ic50	6.050609993355087	2186	general
4inh	kikd	6.251811972993799	1362	general
4inr	ic50	5.585026652029182	1546	general
4inu	ic50	9.259637310505756	1546	general
4io2	refined	6.698970004336019	1840	refined
4io3	refined	6.060480747381382	1840	refined
4io4	refined	4.610833915635467	1840	refined
4io5	refined	5.032920265855503	1840	refined
4io6	refined	4.82102305270683	1840	refined
4io7	refined	3.6757175447023074	1840	refined
4io8	kikd	6.642065152999546	1289	general
4ipf	ic50	7.744727494896693	2446	general
4ipi	refined	5.318758762624412	877	refined
4ipj	refined	4.8696662315049934	877	refined
4ipn	refined	3.3885953622884064	602	refined
4iq6	kikd	7.236572006437063	2512	general
4iqt	ic50	6.107905397309519	310	general
4iqu	ic50	6.236572006437063	310	general
4ir5	ic50	6.214670164989233	2395	general
4ir6	ic50	6.075720713938118	2395	general
4irx	kikd	6.119186407719209	1827	general
4is6	ic50	6.202732459169283	2100	general
4ish	refined	8.721246399047171	2248	refined
4isi	refined	8.136677139879545	2248	refined
4isu	np	3.677780705266081	1842	refined
4ith	ic50	6.4990777608097	2569	general
4iti	ic50	6.3570411205902095	2569	general
4itj	ic50	6.423428315934709	2569	general
4itp	np	7.267606240177031	1104	refined
4iu0	kikd	5.886056647693163	1445	general
4iu1	kikd	4.301029995663981	1445	general
4iu4	kikd	5.0	1445	general
4iue	np	6.552841968657781	1115	refined
4iuo	refined	3.638272163982407	554	refined
4iur	kikd	5.580044251510242	2736	general
4iut	kikd	5.721246399047171	2736	general
4iuu	kikd	5.653647025549361	2736	general
4iuv	kikd	5.721246399047171	2736	general
4iva	np	7.164943898279883	2618	refined
4ivb	test	8.72	2620	
4ivc	test	10.0	2620	
4ivd	test	9.52	2620	
4ivk	kikd	3.853871964321762	1187	general
4ivs	np	7.356547323513812	995	general
4ivt	np	5.995678626217358	995	general
4iwd	ic50	9.0	2640	general
4iwz	np	7.292429823902063	1104	refined
4ixh	ic50	8.214670164989233	1174	general
4ixu	ic50	7.638272163982407	1448	general
4ixv	ic50	6.619788758288394	1448	general
4iz0	np	4.0	146	general
4izm	kikd	6.657577319177793	531	general
4izy	ic50	8.522878745280337	2513	general
4j03	kikd	7.585026652029182	1473	general
4j04	np	4.958607314841775	146	general
4j06	np	5.337242168318426	146	general
4j08	np	6.657577319177793	146	general
4j09	kikd	4.769551078621726	1223	general
4j0a	np	6.795880017344075	146	general
4j0p	np	7.292429823902063	995	general
4j0r	np	6.413412695328245	2396	general
4j0s	np	6.417936637088292	2396	general
4j0t	np	6.735182176990463	995	general
4j0v	np	7.552841968657781	995	general
4j0y	np	6.361510743045363	995	general
4j0z	np	7.113509274827518	995	general
4j17	np	7.267606240177031	995	general
4j1c	np	7.309803919971486	995	general
4j1e	np	7.721246399047171	995	general
4j1f	np	7.920818753952375	995	general
4j1h	np	6.110138278741812	995	general
4j1i	np	7.397940008672037	995	general
4j1k	np	7.886056647693163	995	general
4j1p	ic50	7.045757490560675	2397	general
4j21	test	7.41	1115	
4j22	np	7.744727494896693	1115	refined
4j24	kikd	7.301029995663981	1567	general
4j26	kikd	5.438898616350944	1567	general
4j28	test	5.7	417	
4j2c	kikd	5.251811972993799	2794	general
4j2t	kikd	7.958607314841775	2	general
4j3d	ic50	8.275724130399212	929	general
4j3e	ic50	7.055517327849831	2446	general
4j3i	np	5.7447274948966935	2396	general
4j3j	ic50	7.508638306165727	223	general
4j3l	test	7.8	1115	
4j3m	np	7.67778070526608	1115	general
4j3u	kikd	6.337242168318426	64	general
4j44	refined	5.7281583934635005	2440	refined
4j45	refined	5.769551078621726	2440	refined
4j46	refined	5.280668713016273	2440	refined
4j47	refined	4.92009553233328	2440	refined
4j48	refined	5.617982957425132	2440	refined
4j4n	ic50	6.8794260687941495	2040	general
4j4o	ic50	6.903089986991944	2040	general
4j4v	kikd	6.356547323513812	3031	general
4j51	ic50	6.586700235918748	2587	general
4j52	ic50	8.522878745280337	2547	general
4j53	ic50	8.698970004336019	2547	general
4j58	ic50	3.3010299956639813	1707	
4j59	ic50	5.853871964321762	1707	
4j5b	ic50	6.221848749616356	1707	
4j5c	ic50	5.522878745280337	1707	
4j5d	ic50	5.958607314841775	1707	
4j5e	ic50	4.943095148663527	1707	
4j5p	kikd	7.920818753952375	397	general
4j6i	ic50	8.853871964321762	96	general
4j70	ic50	5.2441251443275085	1543	general
4j73	kikd	4.557520230935552	693	general
4j74	kikd	4.585026652029182	2446	refined
4j77	kikd	5.468521082957745	693	general
4j78	kikd	4.647817481888637	693	general
4j79	kikd	3.096910013008056	693	general
4j7d	refined	4.698970004336019	2446	refined
4j7e	refined	4.853871964321762	2446	refined
4j7i	kikd	5.055517327849831	623	general
4j81	kikd	4.496209316942819	693	general
4j82	kikd	4.354577730650908	693	general
4j84	kikd	4.690369832574101	693	general
4j86	kikd	3.767257937279263	693	general
4j8b	kikd	4.79317412396815	694	general
4j8m	np	7.318758762624412	2548	general
4j8r	kikd	7.698970004336019	2079	general
